29801	English	2011	L!fe Happens
29802	French	2011	L'Apollonide (Souvenirs de la maison close)
29803	Russian	1934	L'Atalante
29804	French	1921	L'Atlantide
29805	French	1932	L'Atlantide
29806	French	1975	L'Ibis rouge
29807	French	2010	L'Italien
29808	French	1992	L'accompagnatrice
29809	French	2010	L'accordeur
29810	French	1984	L'addition
29811	French	2002	L'adversaire
29812	English	1973	L'affaire Dominici
29813	\N	1899	L'affaire Dreyfus
29814	Russian	2009	L'affaire Farewell
29815	French	2000	L'affaire Marcorelle
29816	French	1983	L'africain
29817	French	1975	L'agression
29818	French	1948	L'aigle à deux têtes
29819	French	1976	L'aile ou la cuisse
29820	French	1954	L'air de Paris
29821	Italian	1978	L'albero degli zoccoli
29822	Italian	1998	L'albero delle pere
29823	Italian	1985	L'alcova
29824	Italian	1984	L'allenatore nel pallone
29825	Italian	2008	L'allenatore nel pallone 2
29826	French	1976	L'alpagueur
29827	Italian	1981	L'altro inferno
29828	English	1992	L'amant
29829	Japanese	2004	L'amant
29830	Italian	1960	L'amante del vampiro
29831	English	1999	L'amante perduto
29832	French	1987	L'ami de mon amie
29833	Italian	1998	L'amico del cuore
29834	Italian	2006	L'amico di famiglia
29835	Italian	1948	L'amore
29836	Italian	1953	L'amore in città
29837	Italian	1995	L'amore molesto
29838	Italian	2004	L'amore ritorna
29839	Italian	2004	L'amore ritrovato
29840	Italian	2004	L'amore è eterno finché dura
29841	French	2005	L'amour aux trousses
29842	French	1985	L'amour braque
29843	French	2007	L'amour caché
29844	English	2011	L'amour dure trois ans
29845	French	1985	L'amour en douce
29846	French	1979	L'amour en fuite
29847	French	1960	L'amour existe
29848	French	1969	L'amour fou
29849	French	1972	L'amour l'après-midi
29850	French	1984	L'amour par terre
29851	French	1984	L'amour à mort
29852	German	1962	L'amour à vingt ans
29853	French	2010	L'amour, c'est mieux à deux
29854	German	2000	L'amour, l'argent, l'amour
29855	English	2004	L'américain
29856	French	1973	L'an 01
29857	Italian	1975	L'anatra all'arancia
29858	French	1983	L'ange
29859	French	2001	L'ange de goudron
29860	French	1994	L'ange noir
29861	French	2001	L'anglaise et le duc
29862	Italian	2002	L'anima gemella
29863	French	1977	L'animal
29864	French	2005	L'anniversaire
29865	French	2005	L'annulaire
29866	French	1995	L'année Juliette
29867	French	1961	L'année dernière à Marienbad
29868	French	1984	L'année des méduses
29869	French	1981	L'année prochaine... si tout va bien
29870	French	1976	L'année sainte
29871	Italian	1974	L'anticristo
29872	French	2005	L'antidote
29873	Italian	1963	L'ape regina
29874	Japanese	1996	L'appartement
29875	French	1995	L'appât
29876	French	2010	L'appât
29877	French	1975	L'arbre de Guernica
29878	French	1969	L'arbre de Noël
29879	French	2010	L'arbre et la forêt
29880	French	1993	L'arbre, le maire et la médiathèque
29881	Italian	1996	L'arcano incantatore
29882	Italian	1971	L'arciere di fuoco
29883	French	1928	L'argent
29884	Latin	1983	L'argent
29885	French	1976	L'argent de poche
29886	French	1978	L'argent des autres
29887	Italian	2006	L'aria salata
29888	Italian	2002	L'armadio
29889	Latin	1966	L'armata Brancaleone
29890	English	1965	L'arme à gauche
29891	French	1948	L'armoire volante
29892	English	1969	L'armée des ombres
29893	German	2009	L'armée du crime
29894	Mandarin	2010	L'arnacoeur
29895	None	1999	L'arrivée
29896	\N	1896	L'arrivée d'un train à La Ciotat
29897	\N	1895	L'arroseur arrosé
29898	French	2001	L'art (délicat) de la séduction
29899	French	2011	L'art d'aimer
29900	French	1982	L'as des as
29901	French	1942	L'assassin habite... au 21
29902	French	1991	L'assassin jouait du trombone
29903	French	1941	L'assassinat du Père Noël
29904	French	1908	L'assassinat du duc de Guise
29905	Italian	1961	L'assassino
29906	Italian	1974	L'assassino ha riservato nove poltrone
29907	Italian	1975	L'assassino è costretto ad uccidere ancora
29908	French	2010	L'assaut
29909	French	1972	L'attentat
29910	\N	1897	L'auberge ensorcelée
29911	Italian	2002	L'auberge espagnole
29912	French	1951	L'auberge rouge
29913	French	2007	L'auberge rouge
29914	French	2005	L'audition
29915	Arabic	1999	L'autre
29916	French	2008	L'autre
29917	French	2010	L'autre Dumas
29918	French	2010	L'autre monde
29919	None	1981	L'avant dernier
29920	French	1980	L'avare
29921	Italian	1990	L'avaro
29922	English	1972	L'aventure, c'est l'aventure
29923	French	1970	L'aveu
29924	French	2005	L'avion
29925	French	2010	L'avocat
29926	Khmer	2007	L'avocat de la terreur
29927	English	1960	L'avventura
29928	Italian	1967	L'avventuriero
29929	English	1963	L'aîné des Ferchaux
29930	French	1976	L'eau chaude, l'eau frette
29931	English	1994	L'eau froide
29932	English	1962	L'eclisse
29933	French	1985	L'effrontée
29934	English	1973	L'emmerdeur
29935	French	2008	L'emmerdeur
29936	French	2005	L'empire des loups
29937	French	2001	L'emploi du temps
29938	French	2008	L'empreinte de l'ange
29939	French	1968	L'enfance nue
29940	French	2005	L'enfant
29941	French	1995	L'enfant d'eau
29942	English	2012	L'enfant d'en haut
29943	\N	1913	L'enfant de Paris
29944	Arabic	2004	L'enfant endormi
29945	French	1993	L'enfant lion
29946	French	2010	L'enfant prodige
29947	French Sign Language	1970	L'enfant sauvage
29948	French	1979	L'enfant secret
29949	French	1994	L'enfer
29950	French	2005	L'enfer
29951	French	2009	L'enfer d'Henri-Georges Clouzot
29952	Kabyle	2007	L'ennemi intime
29953	French	2004	L'ennemi naturel
29954	French	1953	L'ennemi public n° 1
29955	French	2008	L'ennemi public n°1
29956	French	1998	L'ennui
29957	Italian	2004	L'enquête Corse
29958	French	2006	L'entente cordiale
29959	English	2011	L'envahisseur
29960	Italian	1976	L'eredità Ferramonti
29961	French	1999	L'erreur boréale
29962	Italian	1975	L'esorciccio
29963	English	1966	L'espion
29964	Spanish	1945	L'espoir
29965	French	2003	L'esquive
29966	Italian	1972	L'etrusco uccide ancora
29967	French	2004	L'ex-femme de ma vie
29968	French	2011	L'exercice de l'État
29969	French	2002	L'extraordinaire destin de Madame Brouette
29970	French	2000	L'extraterrestre
29971	Italian	1967	L'harem
29972	English	2008	L'heure d'été
29973	French	2007	L'heure zéro
29974	French	1934	L'hippocampe, ou 'Cheval marin'
29975	English	1975	L'histoire d'Adèle H.
29977	French	1991	L'homme au masque d'or
29978	French	1983	L'homme blessé
29979	Portuguese	1964	L'homme de Rio
29980	Spanish	2009	L'homme de chevet
29981	French	2006	L'homme de sa vie
29982	French	2002	L'homme du train
29983	French	1979	L'homme en colère
29984	English	1998	L'homme est une femme comme les autres
29985	\N	1902	L'homme mouche
29986	\N	1900	L'homme orchestre
29987	Italian	1970	L'homme orchestre
29988	French	1977	L'homme pressé
29989	French	1977	L'homme qui aimait les femmes
29990	French	1968	L'homme qui ment
29991	French	1987	L'homme qui n'était pas là
29992	French	1988	L'homme qui plantait des arbres
29993	French	2010	L'homme qui voulait vivre sa vie
29994	French	2004	L'homme sans ombre
29995	French	2003	L'homme sans tête
29996	French	1957	L'homme à l'imperméable
29997	\N	1901	L'homme à la tête en caoutchouc
29998	French	1982	L'honneur d'un capitaine
29999	French	1974	L'horloger de Saint-Paul
30000	English	1999	L'humanité
30001	French	1979	L'hypothèse du tableau volé
30002	Georgian	2006	L'héritage
30003	Italian	1973	L'héritier
30004	French	1978	L'hôtel de la plage
30005	Inuktitut	2005	L'iceberg
30006	French	1946	L'idiot
30007	Cantonese	2002	L'idole
30008	\N	1932	L'idée
30009	Italian	1971	L'iguana dalla lingua di fuoco
30010	\N	1900	L'illusioniste double et la tête vivante
30011	Gaelic	2010	L'illusionniste
30012	Italian	2002	L'imbalsamatore
30013	Italian	1978	L'immoralità
30014	English	2010	L'immortel
30015	French	1963	L'immortelle
30016	French	1975	L'important c'est d'aimer
30017	None	1899	L'impressionniste fin de siècle
30018	English	1986	L'inchiesta
30019	\N	2006	L'inchiesta
30020	French	1992	L'inconnu dans la maison
30021	French	1975	L'incorrigible
30022	French	2004	L'incruste
30023	Italian	1975	L'infermiera
30024	Italian	1979	L'infermiera di notte
30025	German	1979	L'ingorgo - Una storia impossibile
30026	French	1924	L'inhumaine
30027	Italian	1976	L'innocente
30028	Italian	1975	L'insegnante
30029	French	1964	L'insoumis
30030	Spanish	2008	L'instinct de mort
30031	French	2006	L'intouchable
30032	Russian	2004	L'intrus
30033	French	1973	L'invitation
30034	French	1927	L'invitation au voyage
30035	French	2007	L'invité
30036	Italian	1962	L'ira di Achille
30037	Italian	1979	L'isola degli uomini pesce
30038	Italian	1962	L'isola di Arturo
30039	Italian	1971	L'istruttoria è chiusa: dimentichi
30040	\N	2002	L'italiano
30041	French	2006	L'ivresse du pouvoir
30042	Spanish	1972	L'occhio nel labirinto
30043	Italian	2004	L'odore del sangue
30044	Italian	1998	L'odore della notte
30045	French	2002	L'odyssée d'Alice Tremblay
30046	French	1987	L'oeil au beur(re) noir
30047	French	1993	L'oeil de Vichy
30048	French	1962	L'oeil du malin
30049	French	1962	L'oeil du monocle
30050	French	1988	L'oeuvre au noir
30051	Italian	1947	L'onorevole Angelina
30052	French	1958	L'opéra-mouffe
30053	English	1991	L'opération Corned-Beef
30054	Italian	2007	L'ora di punta
30055	Italian	2002	L'ora di religione (Il sorriso di mia madre)
30056	French	2011	L'ordre et la morale
30057	Italian	1954	L'oro di Napoli
30058	Italian	1962	L'orribile segreto del Dr. Hichcock
30059	Italian	1974	L'ossessa
30060	English	1988	L'ours
30061	French	1994	L'ours en peluche
30062	French	1970	L'ours et la poupée
30063	French	2003	L'outremangeur
30064	Italian	1970	L'uccello dalle piume di cristallo
30065	Latin	1972	L'udienza
30066	Italian	1977	L'ultima orgia del III Reich
30067	Italian	1960	L'ultima preda del vampiro
30068	Italian	2001	L'ultimo bacio
30069	English	1980	L'ultimo cacciatore
30070	Italian	1998	L'ultimo capodanno
30071	Italian	1967	L'ultimo killer
30072	\N	2002	L'ultimo pistolero
30073	English	1981	L'ultimo squalo
30074	Italian	2011	L'ultimo terrestre
30075	Italian	1975	L'ultimo treno della notte
30076	Italian	1979	L'umanoide
30077	French	2005	L'un reste, l'autre part
30078	French	1977	L'une chante, l'autre pas
30079	French	1989	L'union sacrée
30080	English	1995	L'univers de Jacques Demy
30081	Italian	2008	L'uomo che ama
30082	Italian	1994	L'uomo che guarda
30083	Italian	1966	L'uomo che ride
30084	Latin	2009	L'uomo che verrà
30085	Spanish	1995	L'uomo delle stelle
30086	Italian	2001	L'uomo in più
30087	Italian	2009	L'uomo nero
30088	Italian	2005	L'uomo perfetto
30089	English	1980	L'uomo puma
30090	Italian	1974	L'uomo senza memoria
30091	Italian	1968	L'uomo, l'orgoglio, la vendetta
30092	Italian	1977	L'uomo, la donna e la bestia - Spell (Dolce mattatoio)
30093	Italian	1970	L'urlo
30094	French	2007	L'âge d'homme... maintenant ou jamais!
30095	French	1930	L'âge d'or
30096	English	2010	L'âge de raison
30097	English	2007	L'âge des ténèbres
30098	\N	1907	L'éclipse du soleil en pleine lune
30099	French	1998	L'école de la chair
30100	French	1947	L'école des facteurs
30101	French	2006	L'école pour tous
30102	French	1970	L'éden et après
30103	French	1996	L'élève
30104	French	2011	L'élève Ducobu
30105	French	2009	L'épine dans le coeur
30106	French	2004	L'équipier
30107	French	1943	L'éternel retour
30108	\N	1928	L'étoile de mer
30109	French	1982	L'étoile du Nord
30110	French	1988	L'étudiante
30111	French	1987	L'été en pente douce
30112	French	1983	L'été meurtrier
30113	Latin	1975	L'éventreur de Notre-Dame
30114	French	1973	L'événement le plus important depuis que l'homme a marché sur la lune
30115	French	2007	L'île au(x) trésor(s)
30116	French	1992	L.627
30117	English	1989	L.A. Bounty
30118	English	1997	L.A. Confidential
30119	English	2003	L.A. Knights
30120	English	1991	L.A. Story
30121	English	2004	L.A. Twister
30122	French	1998	L.A. Without a Map
30124	English	2001	L.A.P.D.: To Protect and to Serve
30125	English	1998	L.E.T.H.A.L. Ladies: Return to Savage Beach
30126	English	2001	L.I.E.
30127	Japanese	2008	L: Change the World
30128	English	2007	LA Blues
30129	\N	1968	LBJ
30130	English	2003	LD 50 Lethal Dose
30131	Hindi	2003	LOC: Kargil
30132	English	2006	LOL
30133	English	2012	LOL
30134	French	2008	LOL (Laughing Out Loud) ®
30135	Russian	2009	LOpuKHI
30136	English	2010	LSD: Love, Sex Aur Dhokha
30137	English	2012	LUV
30138	Romanian	1955	La 'Moara cu noroc'
30139	French	1965	La 317ème section
30140	French	1984	La 7ème cible
30141	French	1977	La 7ème compagnie au clair de lune
30142	English	1987	La Bamba
30143	French	1990	La Baule-les-Pins
30144	Italian	2008	La Bohème
30145	French	2006	La Californie
30146	Spanish	1996	La Celestina
30147	French	1948	La Chartreuse de Parme
30148	Italian	1967	La Cina è vicina
30149	Korean	1998	La Ciudad (The City)
30150	English	1934	La Cucaracha
30151	Spanish	1998	La Cucaracha
30152	Spanish	1935	La Fiesta de Santa Barbara
30153	French	1993	La Florida
30154	French	2007	La France
30155	German	1937	La Habanera
30156	French	1970	La Horse
30157	French	1950	La Marie du port
30158	German	1938	La Marseillaise
30159	Spanish	1974	La Patagonia rebelde
30160	French	1955	La Pointe-Courte
30161	Italian	1996	La Salla
30162	German	1977	La Soufrière - Warten auf eine unausweichliche Katastrophe
30163	French	2004	La Terre vue du ciel
30164	English	1982	La Truite
30165	Spanish	2009	La Yuma
30166	Spanish	2007	La antena
30167	German	1993	La ardilla roja
30168	English	1975	La baby sitter
30169	French	1963	La baie des anges
30170	French	1982	La balance
30171	Italian	1999	La balia
30172	French	1978	La ballade des Dalton
30173	Portuguese	2002	La balsa de piedra
30174	Italian	1972	La banda J.S.: Cronaca criminale del Far West
30175	Italian	1958	La banda degli onesti
30176	Italian	2010	La banda dei babbi natale
30177	Italian	1978	La banda del gobbo
30178	\N	1977	La banda del trucido
30179	French	1989	La bande des quatre
30180	French	2002	La bande du drugstore
30181	French	1935	La bandera
30182	Romanian	2010	La bani, la cap, la oase
30183	French	1980	La banquière
30184	French	2002	La barbichette
30185	English	1968	La bataille de San Sebastian
30186	German	1946	La bataille du rail
30187	Spanish	1978	La batalla de Chile: La lucha de un pueblo sin armas - Primera parte: La insurreción de la burguesía
30188	Spanish	1977	La batalla de Chile: La lucha de un pueblo sin armas - Segunda parte: El golpe de estado
30189	Spanish	1980	La batalla de Chile: La lucha de un pueblo sin armas - Tercera parte: El poder popular
30190	Italian	1969	La battaglia d'Inghilterra
30191	Spanish	1969	La battaglia dell'ultimo panzer
30192	Arabic	1966	La battaglia di Algeri
30193	Italian	1969	La battaglia di El Alamein
30194	English	1959	La battaglia di Maratona
30195	French	1950	La beauté du diable
30196	Italian	1994	La bella vita
30197	French	1961	La belle Américaine
30198	French	1996	La belle Verte
30199	French	2006	La belle bête
30200	French	1983	La belle captive
30201	French	1946	La belle et la bête
30202	French	1992	La belle histoire
30203	English	1991	La belle noiseuse
30204	Russian	2008	La belle personne
30205	French	1936	La belle équipe
30206	Italian	2010	La bellezza del somaro
30207	Spanish	1977	La belva col mitra
30208	Italian	1983	La belva dalle calda pelle
30209	French	1952	La bergère et le ramoneur
30210	Italian	1977	La bestia in calore
30211	English	2005	La bestia nel cuore
30213	Italian	1971	La bestia uccide a sangue freddo
30214	French	2003	La beuze
30215	Italian	1982	La bimba di Satana
30216	French	2010	La blonde aux seins nus
30217	English	1988	La boca del lobo
30218	Italian	2009	La bocca del lupo
30219	\N	1926	La bohème
30220	Mandarin	1999	La bomba
30221	Italian	1986	La bonne
30222	French	1973	La bonne année
30223	French	2000	La bostella
30224	English	1989	La bottega dell'orefice
30225	French	1996	La bouche de Jean-Pierre
30226	French	1963	La boulangère de Monceau
30227	French	1980	La boum
30228	French	1982	La boum 2
30229	French	1966	La bourse et la vie
30230	French	2000	La bouteille
30231	French	2001	La boîte
30232	French	2005	La boîte noire
30233	French	1961	La bride sur le cou
30234	Spanish	1997	La buena estrella
30235	Spanish	2008	La buena nueva
30236	English	1996	La buena vida
30237	Spanish	2008	La buena vida
30238	English	1975	La bête
30239	French	1938	La bête humaine
30240	Russian	1999	La bûche
30241	German	1969	La caduta degli dei (Götterdämmerung)
30242	French	1975	La cage
30243	French	1978	La cage aux folles
30244	French	1985	La cage aux folles 3 - 'Elles' se marient
30245	French	1980	La cage aux folles II
30246	Spanish	2002	La caja 507
30247	Italian	1970	La califfa
30248	French	1999	La cambrure
30249	Spanish	1973	La campana del infierno
30250	French	2000	La captive
30251	French	1990	La captive du désert
30252	French	2007	La capture
30253	Spanish	2011	La cara oculta
30254	French	1978	La carapate
30255	Italian	1991	La carne
30256	French	1963	La carrière de Suzanne
30257	Spanish	2007	La carta esférica
30258	English	1988	La casa 3
30259	English	1988	La casa 4 (Witchcraft)
30260	English	1990	La casa 5
30261	English	1983	La casa con la scala nel buio
30262	Italian	1976	La casa dalle finestre che ridono
30263	Spanish	1987	La casa de Bernarda Alba
30264	English	1967	La casa de las mil muñecas
30265	Italian	1983	La casa del tappeto giallo
30266	Spanish	1957	La casa del ángel
30267	Spanish	2010	La casa muda
30268	English	1980	La casa sperduta nel parco
30269	Italian	1982	La casa stregata
30270	Spanish	1966	La caza
30271	Italian	1998	La cena
30272	Italian	2007	La cena per farli conoscere
30273	French	1975	La chair de l'orchidée
30274	\N	1905	La chaise à porteur enchantée
30275	French	1968	La chamade
30276	French	1972	La chambre
30277	French	2007	La chambre des morts
30278	French	2001	La chambre des officiers
30279	French	1978	La chambre verte
30280	Korean	2010	La chance de ma vie
30281	\N	1895	La charcuterie mécanique
30282	French	1992	La chasse aux papillons
30283	French	1964	La chasse à l'homme
30284	French	2002	La chatte à deux têtes
30285	Italian	1983	La chiave
30286	French	1931	La chienne
30287	Latin	1989	La chiesa
30288	French	1967	La chinoise
30289	Spanish	2011	La chispa de la vida
30290	\N	1903	La chrysalide et le papillon d'or
30291	French	1928	La chute de la maison Usher
30292	Spanish	1981	La chèvre
30293	English	1972	La cicatrice intérieure
30294	German	1960	La ciociara
30295	French	2006	La citadelle assiégée
30296	Italian	1980	La città delle donne
30297	Italian	1975	La città gioca d'azzardo
30298	Italian	1975	La città sconvolta: caccia spietata ai rapitori
30299	Swedish	1994	La cité de la peur
30300	Cantonese	1995	La cité des enfants perdus
30301	Spanish	1999	La ciudad de los prodigios
30302	Spanish	1966	La ciudad no es para mí
30303	Spanish	1985	La ciudad y los perros
30304	Spanish	2001	La ciénaga
30305	French	1998	La classe de neige
30306	Italian	1971	La classe operaia va in paradiso
30307	French	2007	La clef
30308	French	2005	La cloche a sonné
30309	Italian	1971	La coda dello scorpione
30310	\N	1907	La colle universelle
30311	English	1967	La collectionneuse
30312	Spanish	1970	La collera del vento
30313	Italian	1969	La collina degli stivali
30314	Spanish	1982	La colmena
30315	\N	1899	La colonne de feu
30316	Italian	1962	La commare secca
30317	French	2000	La commune (Paris, 1871)
30318	French	1998	La comtesse de Bâton Rouge
30319	French	1974	La comtesse perverse
30320	Spanish	2000	La comunidad
30321	Spanish	2009	La concejala antropófaga
30322	French	1997	La conciergerie
30323	French	2004	La confiance règne
30324	French	2000	La confusion des genres
30325	Italian	1962	La congiura dei dieci
30326	English	2008	La conjura de El Escorial
30327	French	2011	La conquête
30328	English	1994	La constellation Jodorowsky
30329	\N	1928	La coquille et le clergyman
30330	Italian	1941	La corona di ferro
30331	Italian	1993	La corsa dell'innocente
30332	Italian	1971	La corta notte delle bambole di vetro
30333	Spanish	1985	La corte de Faraón
30334	French	1907	La course des sergents de ville
30335	French	1972	La course du lièvre à travers les champs
30336	English	1992	La course à l'abîme
30337	English	1975	La course à l'échalote
30338	None	1957	La cravate
30339	French	1983	La crime
30340	Italian	1964	La cripta e l'incubo
30341	French	1992	La crise
30342	Spanish	2007	La crisis carnívora
30343	\N	2011	La croisière
30344	Czech	1958	La création du monde
30345	Spanish	1959	La cucaracha
30346	English	2007	La cucina
30347	French	1963	La cuisine au beurre
30348	Italian	2006	La cura del gorilla
30349	French	1966	La curée
30350	French	1995	La cérémonie
30351	Italian	1972	La dama rossa uccide sette volte
30352	French	2009	La danse
30353	Italian	1965	La decima vittima
30354	French	2004	La demoiselle d'honneur
30355	French	1977	La dentellière
30356	French	1976	La dernière femme
30357	French	2002	La dernière lettre
30358	French	2002	La dernière voix
30359	Spanish	1988	La deuda interna
30360	French	1984	La diagonale du fou
30361	French	1973	La dialectique peut-elle casser des briques?
30362	Spanish	2005	La dignidad de los nadies
30363	French	1999	La dilettante
30364	Italian	1992	La discesa di Aclà a Floristella
30365	French	1990	La discrète
30366	French	2007	La disparue de Deauville
30367	Spanish	2006	La distancia
30368	German	1960	La dolce vita
30369	Italian	1991	La domenica specialmente
30370	English	2009	La donation
30371	Italian	1965	La donna del lago
30372	Italian	1975	La donna della domenica
30373	Italian	2010	La donna della mia vita
30374	Italian	1999	La donna lupo
30375	Italian	1963	La donna nel mondo
30376	Italian	1964	La donna scimmia
30377	Spanish	2009	La doppia ora
30378	Italian	1976	La dottoressa del distretto militare
30379	Italian	1991	La double vie de Véronique
30380	French	2006	La doublure
30381	French	1979	La drôlesse
30382	French	1999	La débandade
30383	English	1971	La décade prodigieuse
30384	Swedish	2011	La délicatesse
30385	French	1979	La dérobade
30386	French	1990	La désenchantée
30387	Spanish	2006	La edad de la peseta
30388	Spanish	1999	La edad del sol
30389	English	2006	La educación de las hadas
30390	Spanish	1975	La endemoniada
30391	Catalan	1978	La escopeta nacional
30392	Quechua	2000	La espalda del mundo
30393	Spanish	1987	La estanquera de Vallecas
30394	Spanish	1993	La estrategia del caracol
30395	Spanish	2008	La extranjera
30396	French	2008	La fabrique des sentiments
30397	Italian	1965	La fabuleuse aventure de Marco Polo
30398	Russian	2003	La face cachée de la lune
30399	Italian	1999	La fame e la sete
30400	Italian	1987	La famiglia
30401	French	2009	La famille Wolberg
30402	French	2000	La fausse suivante
30403	French	2006	La faute à Fidel!
30404	Arabic	2000	La faute à Voltaire
30405	Italian	2005	La febbre
30406	French	1974	La femme aux bottes rouges
30407	French	1981	La femme d'à côté
30408	French	2004	La femme de Gilles
30409	English	1997	La femme de chambre du Titanic
30410	German	1981	La femme de l'aviateur
30411	French	1983	La femme de mon pote
30412	French	2011	La femme du Vème
30413	French	1938	La femme du boulanger
30414	French	1998	La femme du cosmonaute
30415	French	1997	La femme défendue
30416	French	1973	La femme en bleu
30417	French	1959	La femme et le pantin
30418	French	1980	La femme flic
30419	French	1969	La femme infidèle
30420	French	1984	La femme publique
30421	French	2001	La femme qui boit
30422	Spanish	1969	La fiaca
30423	French	2002	La fiancée de Dracula
30424	French	1969	La fiancée du pirate
30425	Italian	2008	La fidanzata di papà
30426	French	2000	La fidélité
30427	Spanish	2001	La fiebre del loco
30428	Spanish	2003	La fiesta
30429	English	2005	La fiesta del chivo
30430	Italian	1971	La figlia di Frankenstein
30431	French	2007	La fille coupée en deux
30432	French	1989	La fille de 15 ans
30433	French	1972	La fille de Dracula
30434	Arabic	2001	La fille de Keltoum
30435	Russian	2008	La fille de Monaco
30436	French	1994	La fille de d'Artagnan
30437	French	1925	La fille de l'eau
30438	French	2009	La fille du RER
30439	French	1940	La fille du puisatier
30440	French	2011	La fille du puisatier
30441	French	1995	La fille seule
30442	Greek	1999	La fille sur le pont
30443	French	1939	La fin du jour
30444	Italian	1978	La fine del mondo nel nostro solito letto in una notte piena di pioggia
30445	Italian	2003	La finestra di fronte
30446	French	1959	La fièvre monte à El Pao
30447	Spanish	2003	La flaqueza del bolchevique
30448	French	2003	La fleur du mal
30449	French	1995	La flor de mi secreto
30450	French	1976	La flûte à six schtroumpfs
30451	Central Khmer	2011	La folie Almayer
30452	German	1971	La folie des grandeurs
30453	\N	1915	La folie du Docteur Tube
30454	French	2009	La fonte des neiges
30455	French	2001	La forteresse suspendue
30456	French	1990	La fracture du myocarde
30457	\N	1996	La freccia azzurra
30458	Spanish	1991	La frontera
30459	French	2008	La frontière de l'aube
30460	Italian	1963	La frusta e il corpo
30461	Spanish	1999	La fuente amarilla
30462	Spanish	2001	La fuga
30463	Spanish	1997	La furia
30464	Spanish	1972	La furia del Hombre Lobo
30465	French	2011	La fée
30466	\N	1896	La fée aux choux
30467	Italian	1985	La gabbia
30468	Italian	1998	La gabbianella e il gatto
30469	Spanish	1991	La gente de la Universal
30470	Bambara	1999	La genèse
30471	English	1974	La gifle
30472	French	1986	La gitane
30473	Italian	2007	La giusta distanza
30474	\N	1927	La glace à trois faces
30475	Occitan	1990	La gloire de mon père
30476	Russian	2007	La graine et le mulet
30477	French	2003	La gran aventura de Mortadelo y Filemón
30478	Spanish	1962	La gran familia
30479	Spanish	2006	La gran final
30480	Spanish	2000	La gran vida
30481	Italian	1973	La grande bouffe
30482	French	1964	La grande frousse
30483	German	1959	La grande guerra
30484	Russian	1937	La grande illusion
30485	French	1968	La grande lessive (!)
30486	Italian	1957	La grande strada azzurra
30487	French	2003	La grande séduction
30488	German	1966	La grande vadrouille
30489	French	1987	La grenouille et la baleine
30490	Italian	1999	La guerra degli Antò
30491	Italian	1978	La guerra dei robot
30492	Italian	1983	La guerra del ferro - Ironmaster
30493	Italian	2005	La guerra di Mario
30494	Italian	1961	La guerra di Troia
30495	French	1962	La guerre des boutons
30496	French	2011	La guerre des boutons
30497	French	2008	La guerre des miss
30498	French	1979	La guerre des polices
30499	French	1984	La guerre des tuques
30500	None	1981	La guerre du feu
30501	French	2011	La guerre est déclarée
30502	Spanish	1966	La guerre est finie
30503	French	1979	La gueule de l'autre
30504	French	1974	La gueule ouverte
30505	Spanish	2002	La habitación azul
30506	Spanish	2007	La habitación de Fermat
30507	French	1995	La haine
30508	Spanish	2010	La herencia Valdemar
30509	Spanish	2010	La herencia Valdemar II: La sombra prohibida
30510	Spanish	2003	La hija del caníbal
30511	Spanish	1951	La hija del engaño
30512	English	1985	La historia oficial
30513	Spanish	2010	La hora cero
30514	Portuguese	1968	La hora de los hornos: Notas y testimonios sobre el neocolonialismo, la violencia y la liberación
30515	Spanish	1998	La hora de los valientes
30516	Spanish	2006	La hora fría
30517	Czech	2009	La horde
30518	Spanish	1969	La horripilante bestia humana
30519	Spanish	1954	La ilusión viaja en tranvía
30520	Spanish	2007	La influencia
30521	German	1967	La isla de la muerte
30522	Spanish	1973	La isla misteriosa
30523	German	1962	La jetée
30524	French	2008	La jeune fille et les loups
30525	\N	1934	La joie de vivre
30526	French	2008	La journée de la jupe
30527	French	1959	La jument verte
30528	French	2006	La jungle
30529	French	1935	La kermesse héroïque
30530	Italian	2011	La kryptonite nella borsa
30531	\N	1903	La lanterne magique
30532	French	1988	La lectrice
30533	French	1959	La legge
30534	Italian	1958	La legge è legge
30535	Italian	1999	La leggenda del Titanic
30536	French	1998	La leggenda del pianista sull'oceano
30537	French	1988	La leggenda del santo bevitore
30538	Italian	2002	La leggenda di Al, John e Jack
30539	Italian	1962	La leggenda di Enea
30540	French	2012	La leggenda di Kaspar Hauser
30541	English	1996	La lengua asesina
30542	Latin	1999	La lengua de las mariposas
30543	Portuguese	1999	La lettre
30544	French	2001	La lettre
30545	Spanish	1999	La ley de Herodes
30546	Spanish	1995	La ley de la frontera
30547	Spanish	1987	La ley del deseo
30548	Spanish	2007	La leyenda de la Nahuala
30549	Spanish	2005	La leyenda del espantapájaros
30550	Japanese	2006	La leyenda del tiempo
30551	Spanish	2007	La león
30552	Spanish	2001	La libertad
30553	Italian	1975	La liceale
30554	Italian	1978	La liceale nella classe dei ripetenti
30555	French	1966	La ligne de démarcation
30556	Arabic	2011	La ligne droite
30557	English	2009	La linea
30558	Italian	2000	La lingua del santo
30559	French	2001	La loi du cochon
30560	English	1979	La luna
30561	English	2011	La luna
30562	Spanish	2007	La luna en botella
30563	French	1983	La lune dans le caniveau
30564	\N	1898	La lune à un mètre
30565	French	1960	La lunga notte del '43
30566	Italian	1976	La lupa mannara
30567	Spanish	2003	La luz prodigiosa
